993|66
568|64
136|54
484|53
389|53
463|52
189|52
672|51
801|50
625|50
263|50
687|50
4|48
38|48
290|48
407|47
783|47
224|47
937|46
617|46
331|45
102|44
997|44
314|43
640|43
631|43
69|43
526|42
20|42
284|42
240|42
732|42
368|41
763|41
3|41
194|41
932|40
45|40
372|40
663|40
776|40
825|40
121|40
381|40
916|39
699|39
584|39
739|39
923|39
604|38
585|38
104|38
875|38
598|38
566|38
437|38
786|38
533|38
748|37
322|37
386|37
297|37
404|37
296|37
707|36
90|36
455|36
146|36
803|36
792|36
812|36
266|36
728|36
683|36
677|36
901|36
406|35
374|35
151|35
743|35
197|35
319|35
65|35
918|35
196|35
633|35
367|34
317|34
715|34
159|34
357|34
970|34
366|34
411|34
990|33
160|33
172|33
884|33
814|33
438|33
