378|64
115|60
402|55
611|53
692|52
257|50
666|50
205|49
801|49
935|48
650|46
659|46
582|46
888|45
862|45
815|45
412|44
740|44
187|44
165|44
957|43
804|43
560|43
891|43
682|42
103|42
853|42
686|42
843|41
7|41
643|41
78|41
331|41
541|40
70|40
427|40
421|40
848|40
937|40
664|40
488|40
849|39
645|39
790|39
676|39
567|39
859|39
975|38
932|38
614|38
196|38
731|37
484|37
800|37
830|37
699|36
350|36
711|36
121|36
32|36
570|35
347|35
497|35
527|35
190|35
821|35
241|35
265|35
609|35
607|35
186|34
502|34
814|34
387|34
677|34
496|34
472|34
717|33
443|33
991|33
812|33
809|33
367|33
93|33
766|33
926|33
637|33
119|32
530|32
655|32
76|32
474|32
779|32
955|32
56|32
622|32
1|32
94|32
458|32
232|32
