645|47
892|33
69|8
809|6
629|26
365|12
138|36
760|10
101|21
479|16
846|11
909|11
333|23
628|45
249|18
893|7
518|9
962|9
468|22
234|16
941|15
0|23
777|38
555|12
666|1
88|19
481|37
352|15
408|16
977|27
170|10
523|30
582|0
762|5
115|4
683|11
730|45
217|16
276|36
994|19
308|8
741|15
5|37
873|16
449|14
120|21
247|14
379|31
878|12
440|25
655|4
511|5
614|2
269|29
677|16
597|10
861|24
10|28
385|8
384|32
56|13
533|34
550|9
142|8
500|27
797|27
715|18
472|20
814|1
698|5
747|10
913|23
945|17
340|54
538|8
153|20
930|16
670|17
829|21
174|24
404|40
898|7
185|8
42|23
782|2
709|13
841|20
417|20
24|7
973|17
885|36
288|24
301|11
320|18
565|11
436|12
37|11
25|10
651|4
257|24
