645|23
892|31
69|9
809|9
629|13
365|21
138|29
101|21
479|11
347|29
846|3
909|9
333|21
628|11
249|6
893|9
518|29
962|17
468|17
234|20
941|9
0|33
777|28
555|33
666|33
88|4
481|6
352|10
408|15
977|43
170|19
523|17
582|0
762|37
115|14
683|3
730|28
217|19
276|26
994|12
308|21
741|11
5|10
873|12
449|9
120|5
247|10
379|23
878|15
440|2
655|16
511|12
614|18
269|4
677|23
202|11
597|18
861|14
10|29
385|12
384|22
56|13
533|12
550|7
142|17
500|17
797|33
715|16
472|12
814|19
698|22
747|14
913|24
945|15
340|4
538|18
153|21
930|12
670|27
829|32
174|24
404|1
898|29
185|6
42|26
782|34
709|13
841|28
417|30
24|17
973|3
885|12
288|16
301|29
320|3
565|11
436|8
37|24
25|22
651|14
