645|14
892|33
69|11
809|9
629|10
365|21
138|33
760|34
101|23
479|17
347|9
846|12
909|15
333|35
628|19
249|15
893|33
518|10
962|4
468|42
234|43
941|7
0|24
777|18
555|21
666|10
88|5
481|41
352|22
408|21
977|23
170|10
582|18
762|32
115|10
683|8
730|4
217|16
276|21
994|26
308|16
741|26
5|25
873|0
449|27
120|16
247|31
379|11
878|25
440|26
655|6
511|22
614|42
269|37
677|19
202|20
597|11
861|23
10|29
385|39
384|21
56|12
533|6
550|17
142|14
500|13
797|17
715|18
472|32
814|16
698|8
747|13
913|42
945|24
340|15
538|9
153|2
930|13
670|45
829|27
174|27
404|10
898|31
185|14
42|23
782|8
709|31
841|15
417|10
24|16
973|15
885|8
288|45
301|16
320|8
565|19
436|9
37|20
25|15
651|31
