645|244
892|231
69|193
809|183
629|214
365|266
138|232
760|229
101|187
479|240
347|229
846|185
909|184
333|217
628|263
249|204
893|190
518|196
962|193
468|215
234|240
941|162
0|215
777|233
555|189
666|219
88|140
481|214
352|158
408|197
977|199
170|197
523|193
582|202
762|186
115|225
683|168
730|203
217|194
276|266
994|217
308|214
741|181
5|197
873|168
449|172
120|204
247|204
379|208
878|192
440|184
655|211
511|287
614|202
269|246
677|227
202|199
597|146
861|232
10|263
385|221
384|263
56|160
533|230
550|187
142|178
500|206
797|251
715|216
472|223
814|221
698|254
747|231
913|204
945|171
340|181
538|183
153|180
930|146
670|233
829|220
174|213
404|250
898|245
185|167
42|189
782|172
709|197
841|258
417|203
24|209
973|165
885|263
288|267
301|265
320|161
565|194
436|226
37|223
25|143
