892|25
69|2
809|20
629|28
365|23
138|20
760|8
101|19
479|14
347|8
846|15
333|4
628|22
249|27
893|2
518|6
962|18
468|31
234|15
941|7
0|4
777|33
555|7
666|18
88|25
481|25
408|28
977|30
170|10
523|0
582|24
762|14
115|19
683|5
730|10
217|39
276|44
994|18
308|11
741|26
5|12
449|9
120|17
247|20
379|0
878|15
440|12
655|15
511|19
614|36
269|40
677|18
202|28
597|14
861|33
10|4
385|24
384|9
56|22
533|19
550|11
142|8
500|3
797|14
715|16
472|9
814|19
698|19
747|2
913|16
945|23
340|9
538|41
153|12
930|22
670|27
829|18
174|26
404|16
898|35
185|16
42|18
782|3
709|13
841|24
417|18
24|20
973|15
885|6
288|16
301|35
320|22
565|24
436|34
37|13
25|12
651|12
257|5
389|7
52|17
