645|31
892|4
69|31
809|21
629|15
365|27
138|25
760|42
101|4
479|28
347|23
846|15
909|9
333|39
628|13
893|30
518|9
962|17
468|11
234|25
0|35
777|30
555|24
666|4
88|24
481|24
352|21
408|24
977|9
170|34
523|23
582|14
762|4
115|33
683|21
730|11
217|0
276|15
994|0
308|22
741|15
5|20
873|41
449|14
120|15
247|13
379|1
878|20
440|22
655|33
511|19
614|18
269|1
677|10
202|20
597|16
861|26
10|21
385|7
384|27
533|23
550|13
142|25
500|9
797|41
715|8
472|28
814|15
698|10
747|10
913|3
945|9
340|3
538|15
153|12
930|12
670|10
829|19
174|2
404|28
898|17
185|19
42|17
782|19
709|39
841|58
417|7
24|15
973|2
885|40
288|10
301|13
320|10
565|13
436|24
37|4
25|11
651|24
257|41
389|8
