645|659.82
892|519.54
69|614.24
809|1470.22
629|2169.2
365|1272.18
138|609.48
760|325.28
101|149.04
479|627.3
347|403.05
846|1315.68
909|1041.46
333|1174.65
628|2325.5
249|2077.5
893|1162.44
518|2730.64
962|1814.25
468|445.3
234|1922.13
941|1036.8
0|0.0
777|959.58
666|513.66
88|80.82
481|787.5
352|476.9
408|1400.12
977|685.9
170|1453.83
523|850.4
582|322.92
762|100.91
683|728.76
730|53.2
217|1772.4
276|1048.22
994|746.96
308|473.2
741|606.96
5|576.29
873|2798.73
449|666.96
120|1124.11
247|780.8
379|2422.8
878|168.74
440|2027.0
655|2090.75
511|4874.94
269|171.6
677|147.07
202|1514.31
597|1237.43
861|686.73
10|92.4
385|1155.75
384|228.38
533|108.04
550|212.68
142|624.45
500|83.86
797|511.04
715|750.88
472|501.02
814|2402.4
698|1846.8
747|2266.42
913|74.52
945|1453.12
340|647.36
538|1826.28
153|1866.8
930|768.45
670|1239.6
829|1335.51
174|759.0
404|85.44
185|795.87
42|1224.75
782|52.86
709|1870.44
841|1.08
417|328.7
24|787.6
973|1598.45
885|1048.74
288|612.63
301|1497.5
320|264.04
565|99.0
436|348.0
37|3571.2
25|371.45
651|38.72
389|26.46
52|1228.35
724|58.99
14|1157.49
