892|17
69|13
809|19
629|6
365|21
138|12
760|40
101|19
479|35
347|34
846|30
909|44
333|9
628|23
249|34
893|30
518|4
962|10
468|19
234|20
941|15
0|6
777|13
555|28
666|19
88|8
481|4
352|10
408|6
977|6
170|24
523|10
582|30
762|3
115|30
683|15
730|14
217|19
276|1
994|37
308|32
741|12
5|1
873|16
449|4
120|21
247|17
379|21
878|23
440|9
655|8
511|23
614|13
269|21
677|14
202|17
597|10
861|17
10|24
385|19
384|43
56|2
533|7
550|46
142|14
500|21
797|19
715|12
472|9
814|2
698|21
747|40
913|11
945|9
340|21
538|15
153|22
930|12
670|10
829|26
174|26
404|11
898|16
185|12
42|10
782|19
709|11
841|26
417|20
24|19
973|4
885|21
288|30
301|20
320|10
565|20
436|14
37|22
25|22
651|11
