645|14
892|45
69|7
809|5
629|25
365|30
138|10
760|29
101|11
479|16
347|10
846|16
909|13
333|7
628|13
249|5
893|20
518|16
962|8
468|7
234|24
941|21
0|6
777|6
555|0
666|23
88|12
481|12
352|17
408|15
977|10
170|18
523|34
582|21
762|2
115|14
683|17
730|14
217|4
276|26
994|8
308|11
741|9
5|9
449|14
120|22
247|16
379|23
878|20
440|9
655|29
511|26
614|6
269|6
677|17
202|19
597|6
10|41
385|18
384|5
56|7
533|17
142|16
500|33
797|13
715|30
472|9
814|24
698|51
747|26
913|4
945|13
340|10
538|8
153|2
930|13
670|16
829|21
174|10
404|16
898|31
185|9
42|7
782|36
709|8
841|17
417|23
24|10
973|17
885|22
288|33
301|21
320|2
565|22
436|37
37|21
25|8
651|7
257|3
389|26
