645|17
892|2
69|24
809|14
629|27
365|37
138|16
760|9
101|9
479|21
347|36
846|10
909|15
333|7
628|25
249|34
893|16
518|20
962|13
468|6
234|13
941|29
0|30
777|11
555|21
666|19
88|9
481|14
352|11
408|11
977|5
170|7
523|13
582|20
762|30
115|0
683|5
730|4
217|11
276|28
994|21
308|11
741|10
5|12
873|6
449|18
120|9
247|2
379|9
878|13
440|9
655|20
511|43
269|22
677|13
202|25
597|7
861|22
10|15
385|2
384|12
56|18
533|41
550|33
142|6
500|9
797|14
715|23
472|17
814|17
698|11
747|34
913|39
945|10
340|14
538|9
153|24
930|12
670|5
829|7
174|17
404|29
898|22
185|9
42|17
782|7
709|15
841|12
417|7
24|35
973|13
885|35
288|22
301|13
320|13
565|8
436|19
37|5
25|3
651|17
