110|61
698|51
251|50
995|50
313|49
858|49
952|48
223|48
451|46
420|45
892|45
515|45
966|45
373|44
601|44
192|43
757|43
139|42
784|42
278|42
424|41
10|41
821|41
560|41
176|40
45|40
157|40
72|40
983|40
999|39
231|39
599|39
191|39
363|39
393|39
432|38
702|38
381|38
328|38
583|38
2|38
201|37
121|37
753|37
659|37
436|37
349|37
252|37
127|37
836|37
469|37
336|37
43|36
937|36
807|36
837|36
782|36
734|36
146|35
936|35
844|35
805|35
431|35
716|35
806|35
305|35
131|35
688|35
523|34
371|34
967|34
322|34
964|34
288|33
647|33
916|33
344|33
676|33
500|33
749|33
612|33
478|33
690|33
663|33
173|33
491|33
272|33
172|33
129|33
717|33
135|33
28|32
106|32
233|32
262|32
798|32
282|32
853|32
791|32
144|32
