645|8
892|18
69|43
809|11
629|6
365|20
138|3
760|8
101|13
479|9
347|27
846|13
909|15
333|21
628|33
249|17
893|1
518|18
962|30
468|23
234|9
941|4
0|19
777|25
555|18
666|28
88|14
352|9
408|8
977|10
170|9
523|26
582|5
762|27
115|32
683|36
730|27
217|9
276|17
994|22
308|27
741|24
5|24
873|7
449|20
120|26
247|20
379|13
878|22
440|8
655|12
614|10
269|18
677|36
202|15
597|15
861|10
10|14
385|14
384|17
56|16
533|38
550|7
142|23
500|16
797|5
715|34
472|6
814|33
698|32
747|27
913|18
945|17
340|20
538|21
670|3
829|8
174|15
404|37
898|2
185|22
42|18
782|25
709|8
841|29
24|29
973|6
885|12
288|24
301|19
320|15
565|30
436|28
37|12
25|8
651|17
257|23
389|53
52|2
724|31
